condition,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,item,first,second
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_139,1.0,November,1.71875,-0.71875,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_142,2.0,März,4.125,-2.125,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_148,1.0,März,1.875,-0.875,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_152,3.0,November,3.5625,-0.5625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_153,2.0,November,2.65625,-0.65625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_164,4.0,November,4.34375,-0.34375,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_170,1.0,November,1.90625,-0.90625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_14,1.0,März,3.3125,-2.3125,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_20,5.0,März,3.59375,1.40625,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_32,1.0,November,1.75,-0.75,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_37,1.0,März,1.90625,-0.90625,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_41,1.0,März,2.9375,-1.9375,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_46,1.0,November,2.90625,-1.90625,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_90,2.0,März,3.0,-1.0,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_95,1.0,März,2.5625,-1.5625,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_98,1.0,November,1.71875,-0.71875,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_126,6.0,März,3.65625,2.34375,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_135,1.0,November,2.0625,-1.0625,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_136,1.0,März,1.8125,-0.8125,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_139,1.0,November,1.71875,-0.71875,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_142,1.0,März,4.125,-3.125,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_148,1.0,März,1.875,-0.875,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_152,6.0,November,3.5625,2.4375,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_153,3.0,November,2.65625,0.34375,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_164,4.0,November,4.34375,-0.34375,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 1'.4,NaN,Sie ist eher so der ängst- und häusliche Typ.,participant_170,1.0,November,1.90625,-0.90625,simple,umlaut,Sie ist eher so der ängst- und häusliche Typ.,ängst,häusliche
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_14,5.0,März,3.3125,1.6875,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_20,4.0,März,3.59375,0.40625,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_37,1.0,März,1.90625,-0.90625,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_41,1.0,März,2.9375,-1.9375,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_90,3.0,März,3.0,0.0,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_95,2.0,März,2.5625,-0.5625,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_109,1.0,März,2.178571429,-1.1785714289999998,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_126,5.0,März,3.65625,1.34375,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_136,1.0,März,1.8125,-0.8125,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_142,6.0,März,4.125,1.875,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4.5,NaN,Sie stellen hauptsäch- und grundsätzlich Frauen ein.,participant_148,1.0,März,1.875,-0.875,complex,umlaut,"Das Unternehmen hat eine neue Agenda.
Sie stellen hauptsäch- und grundsätzlich Frauen ein.",hauptsäch,grundsätzlich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_14,1.0,März,3.3125,-2.3125,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_20,3.0,März,3.59375,-0.59375,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_37,1.0,März,1.90625,-0.90625,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_41,1.0,März,2.9375,-1.9375,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_90,2.0,März,3.0,-1.0,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_95,4.0,März,2.5625,1.4375,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_109,2.0,März,2.178571429,-0.17857142899999978,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_126,1.0,März,3.65625,-2.65625,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_136,1.0,März,1.8125,-0.8125,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_142,2.0,März,4.125,-2.125,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
U 4'.6,NaN,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,participant_148,1.0,März,1.875,-0.875,complex,umlaut,Die Bank will zusätz- und buchstäblich hundert tausend Euro.,zusätz,buchstäblich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_16,1.0,Mai,2.78125,-1.78125,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_17,2.0,Mai,2.9375,-0.9375,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_27,3.0,Mai,3.96875,-0.96875,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_33,3.0,Mai,3.46875,-0.46875,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_52,5.0,Mai,4.28125,0.71875,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_56,4.0,Mai,4.90625,-0.90625,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_61,2.0,Mai,4.451612903,-2.451612903,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_64,5.0,Mai,3.25,1.75,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_66,1.0,Mai,2.875,-1.875,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_69,1.0,Mai,2.59375,-1.59375,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_78,2.0,Mai,2.28125,-0.28125,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_96,2.0,Mai,2.53125,-0.53125,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_103,1.0,Mai,1.34375,-0.34375,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_104,1.0,Mai,3.125,-2.125,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_107,1.0,Mai,2.25,-1.25,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_146,2.0,Mai,3.4375,-1.4375,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_151,6.0,Mai,4.3125,1.6875,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_159,1.0,Mai,2.0,-1.0,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_165,3.0,Mai,4.03125,-1.03125,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5.5,NaN,Die Ergebnisse sind wissenschaft- und vertraulich.,participant_166,1.0,Mai,2.78125,-1.78125,complex,no umlaut,"Es gibt eine Studie zu einem neuen Impfstoff.
Die Ergebnisse sind wissenschaft- und vertraulich.",wissenschaft,vertraulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_16,2.0,Mai,2.78125,-0.78125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_17,3.0,Mai,2.9375,0.0625,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_27,4.0,Mai,3.96875,0.03125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_33,3.0,Mai,3.46875,-0.46875,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_52,4.0,Mai,4.28125,-0.28125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_56,3.0,Mai,4.90625,-1.90625,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_61,2.0,Mai,4.451612903,-2.451612903,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_64,4.0,Mai,3.25,0.75,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_66,1.0,Mai,2.875,-1.875,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_69,1.0,Mai,2.59375,-1.59375,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_78,1.0,Mai,2.28125,-1.28125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_96,2.0,Mai,2.53125,-0.53125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_103,1.0,Mai,1.34375,-0.34375,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_104,2.0,Mai,3.125,-1.125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_107,1.0,Mai,2.25,-1.25,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_146,2.0,Mai,3.4375,-1.4375,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_151,1.0,Mai,4.3125,-3.3125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_159,1.0,Mai,2.0,-1.0,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_165,2.0,Mai,4.03125,-2.03125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
L 5'.6,NaN,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,participant_166,1.0,Mai,2.78125,-1.78125,complex,no umlaut,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,wider,abscheulich
